,NtotDose,PtotDose,KtotDose,pspe_knn,pspe_rf,pspe_nn,pspe_gp
214,214.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.0830373219179352,1.0796723519907294
215,215.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.0830274764888113,1.0796589635558813
216,216.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.0830176328491703,1.0796455413970811
217,217.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.0830077934601778,1.079632086828466
218,218.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.0829979608181999,1.0796186011595776
219,219.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.0829881374529826,1.0796050856952049
220,220.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.0829783259258365,1.0795915417352262
221,221.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.0829685288278228,1.0795779705744561
222,222.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.0829587487779486,1.0795643735024931
223,223.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.0829489884213697,1.0795507518035696
224,224.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.082939250427606,1.0795371067564052
225,225.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.082929537488769,1.079523439634061
226,226.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.0829198523178023,1.0795097517037981
